velocity_m/s,acceleration_m/s^2
12.809301390380877,-0.0019205268701815554
12.175789090270996,-0.00016597840359406193
11.804952694702148,-0.0003262606129886782
11.465019296569835,-0.00022947875901025311
11.27960088562013,-0.00040796036219829107
11.155988895874035,-0.00018786016678744893
11.078731402282708,-7.039407160940172e-05
10.800604425354003,-0.00022902419048805763
10.414316957397457,-0.0003135768385238589
10.244350471496567,-0.0001113621529243781
10.197995975341797,-4.990391188778869e-05
10.02802906311035,-0.00017737744234047614
9.796256156005857,-0.00020398018109914554
9.641741168823245,-0.00020381201936701894
